Time (s),V_MR
4.1500000000000005e-07,4.8432496896
4.1550000000000003e-07,4.9057496832
4.16e-07,4.9682496768
4.165e-07,5.0619996672
4.1700000000000004e-07,5.1244996608
4.175e-07,5.1869996544
4.18e-07,5.1869996544
4.1850000000000005e-07,5.2807496448
4.1900000000000003e-07,5.2807496448
4.195e-07,5.3119996416
4.2e-07,5.2807496448
4.2050000000000004e-07,5.2807496448
4.21e-07,5.3119996416
4.215e-07,5.3744996352
4.2200000000000005e-07,5.3744996352
4.2250000000000003e-07,5.3432496384
4.23e-07,5.3432496384
4.235e-07,5.2807496448
4.2400000000000004e-07,5.2807496448
4.245e-07,5.249499648
4.25e-07,5.249499648
4.2550000000000004e-07,5.2182496512
4.2600000000000003e-07,5.1557496576
4.265e-07,5.0619996672
4.2700000000000005e-07,5.0307496704
4.2750000000000004e-07,4.9682496768
4.28e-07,4.9057496832
4.285e-07,4.8119996928
4.2900000000000004e-07,4.780749696
4.2950000000000003e-07,4.6869997056
4.3e-07,4.5932497152
4.3050000000000005e-07,4.4994997248
4.3100000000000003e-07,4.3744997376
4.315e-07,4.311999744
4.32e-07,4.2182497536
4.3250000000000004e-07,4.0619997696
4.33e-07,3.9994997760000004
4.335e-07,3.9057497856000003
4.3400000000000005e-07,3.7807497984
4.3450000000000003e-07,3.6557498111999998
4.35e-07,3.4994998272
4.355e-07,3.37449984
4.3600000000000004e-07,3.2807498496000003
4.365e-07,3.1869998592
4.37e-07,3.0619998720000003
4.3750000000000005e-07,2.905749888
4.3800000000000003e-07,2.7807499008
4.385e-07,2.6244999168
4.3900000000000005e-07,2.4682499328
4.3950000000000004e-07,2.4057499392
4.4e-07,2.280749952
4.405e-07,2.1244999680000003
4.4100000000000004e-07,1.9994999808
4.4150000000000003e-07,1.8744999936
4.42e-07,1.7807500032
4.4250000000000005e-07,1.6870000128
4.4300000000000004e-07,1.5307500288
4.435e-07,1.3745000448
4.44e-07,1.2807500544000001
4.4450000000000004e-07,1.1557500672
4.4500000000000003e-07,1.0932500736000001
4.455e-07,0.9682500864000001
4.4600000000000005e-07,0.8432500992
4.4650000000000003e-07,0.6870001152
4.47e-07,0.5932501248000002
4.475e-07,0.5307501312
4.4800000000000004e-07,0.4682501376000001
4.485e-07,0.34325015040000006
4.49e-07,0.2495001600000002
4.4950000000000005e-07,0.18700016640000006
4.5000000000000003e-07,0.12450017280000014
4.505e-07,0.06200017920000023
4.51e-07,-0.0004998143999999094
4.5150000000000004e-07,-0.09424980479999978
4.52e-07,-0.12549980159999996
4.525e-07,-0.15674979839999992
4.5300000000000005e-07,-0.18799979519999988
4.5350000000000003e-07,-0.21924979200000005
4.54e-07,-0.28174978559999997
4.5450000000000005e-07,-0.3129997823999997
4.5500000000000004e-07,-0.3129997823999997
4.555e-07,-0.37549977600000006
4.56e-07,-0.3442497791999999
4.5650000000000004e-07,-0.3442497791999999
4.5700000000000003e-07,-0.37549977600000006
4.575e-07,-0.3442497791999999
4.5800000000000005e-07,-0.3442497791999999
4.5850000000000004e-07,-0.3442497791999999
4.59e-07,-0.3442497791999999
4.595e-07,-0.3129997823999997
4.6000000000000004e-07,-0.28174978559999997
4.6050000000000003e-07,-0.21924979200000005
4.61e-07,-0.18799979519999988
4.6150000000000005e-07,-0.12549980159999996
4.6200000000000003e-07,-0.09424980479999978
4.625e-07,-0.0004998143999999094
4.63e-07,0.030750182400000048
4.6350000000000004e-07,0.09325017600000018
4.64e-07,0.18700016640000006
4.645e-07,0.2182501632
4.6500000000000005e-07,0.3120001536000001
4.6550000000000003e-07,0.4682501376000001
4.66e-07,0.562000128
4.6650000000000005e-07,0.6557501184000001
4.6700000000000004e-07,0.718250112
4.675e-07,0.7807501056000001
4.68e-07,0.8745000960000001
4.6850000000000005e-07,0.9995000832000001
4.6900000000000003e-07,1.1557500672
4.695e-07,1.2807500544000001
4.7000000000000005e-07,1.3745000448
4.7050000000000004e-07,1.4682500352
4.71e-07,1.5932500224000001
4.715e-07,1.7182500096
4.7200000000000004e-07,1.8432499968
4.7250000000000003e-07,1.9994999808
4.73e-07,2.0619999744
4.7350000000000005e-07,2.1869999616
4.7400000000000004e-07,2.3119999488
4.745e-07,2.4369999360000003
4.75e-07,2.6244999168
4.7550000000000004e-07,2.749499904
4.7600000000000003e-07,2.8432498944
4.765e-07,2.9369998848
4.77e-07,3.0619998720000003
4.775e-07,3.1869998592
4.78e-07,3.3432498431999997
4.785000000000001e-07,3.530749824
4.79e-07,3.5619998207999997
4.795e-07,3.5932498176000003
4.800000000000001e-07,3.686999808
4.805e-07,3.843249792
4.81e-07,3.9994997760000004
4.815000000000001e-07,4.15574976
4.82e-07,4.2182497536
4.825e-07,4.2494997504
4.830000000000001e-07,4.311999744
4.835e-07,4.4057497344
4.84e-07,4.5619997184
4.845e-07,4.6244997119999995
4.85e-07,4.6869997056
4.855e-07,4.7494996992
4.86e-07,4.8119996928
4.865e-07,4.93699968
4.870000000000001e-07,4.9994996736
4.875e-07,5.0307496704
4.88e-07,5.0619996672
4.885000000000001e-07,5.0307496704
4.89e-07,5.093249664
4.895e-07,5.2182496512
4.900000000000001e-07,5.249499648
4.905e-07,5.2182496512
4.91e-07,5.1557496576
4.915000000000001e-07,5.1869996544
4.92e-07,5.2182496512
4.925e-07,5.2807496448
4.93e-07,5.2807496448
4.935e-07,5.2182496512
4.940000000000001e-07,5.1557496576
4.945e-07,5.1869996544
4.95e-07,5.1869996544
4.955000000000001e-07,5.1557496576
4.96e-07,5.093249664
4.965e-07,4.9682496768
4.970000000000001e-07,4.9057496832
4.975e-07,4.8744996864
4.98e-07,4.9057496832
4.985000000000001e-07,4.8432496896
4.99e-07,4.7182497024
4.995e-07,4.6244997119999995
